"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
09.04.2020,Брянская область,97,0,0,0,40,0
09.04.2020,Бурятия,54,0,0,0,4,0
09.04.2020,Владимирская область,38,0,0,0,24,0
09.04.2020,Волгоградская область,26,0,0,0,0,0
09.04.2020,Вологодская область,35,0,0,0,8,0
09.04.2020,Воронежская область,33,0,0,0,0,0
09.04.2020,Дагестан,57,0,0,0,13,0
09.04.2020,Еврейская АО,6,0,0,0,0,0
09.04.2020,Забайкальский край,4,0,0,0,0,0
09.04.2020,Ивановская область,60,0,0,0,13,0
09.04.2020,Ингушетия,25,0,0,0,0,0
09.04.2020,Иркутская область,17,0,0,0,3,0
09.04.2020,Кабардино-Балкария,23,0,0,0,0,0
09.04.2020,Калининградская область,52,0,0,0,3,0
09.04.2020,Калмыкия,23,0,0,0,8,0
09.04.2020,Калужская область,11,0,0,0,0,0
09.04.2020,Камчатский край,5,0,0,0,3,0
09.04.2020,Карачаево-Черкессия,6,0,0,0,1,0
09.04.2020,Карелия,2,0,0,0,0,0
09.04.2020,Кемеровская область,7,0,0,0,0,0
09.04.2020,Кировская область,28,0,0,0,8,0
09.04.2020,Коми,150,0,0,0,31,0
09.04.2020,Костромская область,12,0,0,0,3,0
09.04.2020,Краснодарский край,105,0,0,0,20,0
09.04.2020,Красноярский край,39,0,0,0,0,0
09.04.2020,Крым,26,0,0,0,3,0
09.04.2020,Курганская область,3,0,0,0,0,0
09.04.2020,Курская область,20,0,0,0,10,0
09.04.2020,Ленинградская область,112,0,0,0,18,0
09.04.2020,Липецкая область,48,0,0,0,4,0
09.04.2020,Магаданская область,1,0,0,0,0,0
09.04.2020,Марий Эл,41,0,0,0,1,0
09.04.2020,Мордовия,17,0,0,0,4,0
09.04.2020,Москва,6698,0,0,0,857,0
09.04.2020,Московская область,748,0,0,0,199,0
09.04.2020,Мурманская область,44,0,0,0,1,0
09.04.2020,Нижегородская область,87,0,0,0,7,0
09.04.2020,Новгородская область,12,0,0,0,7,0
09.04.2020,Новосибирская область,18,0,0,0,5,0
09.04.2020,Омская область,15,0,0,0,0,0
09.04.2020,Оренбургская область,22,0,0,0,0,0
09.04.2020,Орловская область,17,0,0,0,5,0
09.04.2020,Пензенская область,52,0,0,0,0,0
09.04.2020,Пермский край,41,0,0,0,9,0
09.04.2020,Приморский край,20,0,0,0,5,0
09.04.2020,Псковская область,16,0,0,0,2,0
09.04.2020,Ростовская область,24,0,0,0,3,0
09.04.2020,Рязанская область,32,0,0,0,0,0
09.04.2020,Самарская область,18,0,0,0,0,0
09.04.2020,Санкт-Петербург,373,0,0,0,44,0
09.04.2020,Саратовская область,30,0,0,0,4,0
09.04.2020,Саха (Якутия),16,0,0,0,0,0
09.04.2020,Сахалинская область,11,0,0,0,0,0
09.04.2020,Свердловская область,59,0,0,0,3,0
09.04.2020,Севастополь,5,0,0,0,0,0
09.04.2020,Северная Осетия,22,0,0,0,7,0
09.04.2020,Смоленская область,11,0,0,0,4,0
09.04.2020,Ставропольский край,42,0,0,0,3,0
09.04.2020,Тамбовская область,21,0,0,0,0,0
09.04.2020,Татарстан,50,0,0,0,9,0
09.04.2020,Тверская область,19,0,0,0,7,0
09.04.2020,Томская область,4,0,0,0,0,0
09.04.2020,Тульская область,66,0,0,0,12,0
09.04.2020,Тюменская область,19,0,0,0,1,0
09.04.2020,Удмуртия,9,0,0,0,0,0
09.04.2020,Ульяновская область,6,0,0,0,2,0
09.04.2020,Хабаровский край,24,0,0,0,0,0
09.04.2020,Хакасия,6,0,0,0,0,0
09.04.2020,ХМАО – Югра,41,0,0,0,0,0
09.04.2020,Челябинская область,34,0,0,0,2,0
09.04.2020,Чечня,22,0,0,0,0,0
09.04.2020,Чувашия,17,0,0,0,2,0
09.04.2020,Ямало-Ненецкий АО,41,0,0,0,0,0
09.04.2020,Ярославская область,13,0,0,0,2,0
10.04.2020,Адыгея,20,0,0,0,7,0
10.04.2020,Алтайский край,21,0,0,0,0,0
10.04.2020,Амурская область,4,0,0,0,0,0
10.04.2020,Архангельская область,24,0,0,0,0,0
10.04.2020,Астраханская область,21,0,0,0,0,0
10.04.2020,Башкортостан,40,0,0,0,18,0
10.04.2020,Белгородская область,26,0,0,0,8,0
10.04.2020,Брянская область,97,0,0,0,0,0
10.04.2020,Бурятия,60,0,0,0,6,0
10.04.2020,Владимирская область,42,0,0,0,4,0
10.04.2020,Волгоградская область,28,0,0,0,2,0
10.04.2020,Вологодская область,38,0,0,0,3,0
10.04.2020,Воронежская область,37,0,0,0,4,0
10.04.2020,Дагестан,58,0,0,0,1,0
10.04.2020,Еврейская АО,8,0,0,0,2,0
10.04.2020,Забайкальский край,4,0,0,0,0,0
10.04.2020,Ивановская область,60,0,0,0,0,0
10.04.2020,Ингушетия,29,0,0,0,4,0
10.04.2020,Иркутская область,21,0,0,0,4,0
10.04.2020,Кабардино-Балкария,27,0,0,0,4,0
10.04.2020,Калининградская область,62,0,0,0,10,0
10.04.2020,Калмыкия,23,0,0,0,0,0
10.04.2020,Калужская область,18,0,0,0,7,0
10.04.2020,Камчатский край,5,0,0,0,0,0
10.04.2020,Карачаево-Черкессия,9,0,0,0,3,0
10.04.2020,Карелия,2,0,0,0,0,0
10.04.2020,Кемеровская область,11,0,0,0,4,0
10.04.2020,Кировская область,29,0,0,0,1,0
10.04.2020,Коми,208,0,0,0,58,0
10.04.2020,Костромская область,15,0,0,0,3,0
10.04.2020,Краснодарский край,125,0,0,0,20,0
10.04.2020,Красноярский край,39,0,0,0,0,0
10.04.2020,Крым,29,0,0,0,3,0
10.04.2020,Курганская область,3,0,0,0,0,0
10.04.2020,Курская область,21,0,0,0,1,0
10.04.2020,Ленинградская область,129,0,0,0,17,0
10.04.2020,Липецкая область,55,0,0,0,7,0
10.04.2020,Магаданская область,1,0,0,0,0,0
10.04.2020,Марий Эл,63,0,0,0,22,0
10.04.2020,Мордовия,19,0,0,0,2,0
10.04.2020,Москва,7822,0,0,0,1124,0
10.04.2020,Московская область,930,0,0,0,182,0
10.04.2020,Мурманская область,67,0,0,0,23,0
10.04.2020,Нижегородская область,119,0,0,0,32,0
10.04.2020,Новгородская область,18,0,0,0,6,0
10.04.2020,Новосибирская область,21,0,0,0,3,0
10.04.2020,Омская область,17,0,0,0,2,0
10.04.2020,Оренбургская область,25,0,0,0,3,0
10.04.2020,Орловская область,24,0,0,0,7,0
10.04.2020,Пензенская область,67,0,0,0,15,0
10.04.2020,Пермский край,45,0,0,0,4,0
10.04.2020,Приморский край,20,0,0,0,0,0
10.04.2020,Псковская область,16,0,0,0,0,0
10.04.2020,Ростовская область,29,0,0,0,5,0
10.04.2020,Рязанская область,38,0,0,0,6,0
10.04.2020,Самарская область,20,0,0,0,2,0
10.04.2020,Санкт-Петербург,408,0,0,0,35,0
10.04.2020,Саратовская область,34,0,0,0,4,0
10.04.2020,Саха (Якутия),16,0,0,0,0,0
10.04.2020,Сахалинская область,11,0,0,0,0,0
10.04.2020,Свердловская область,61,0,0,0,2,0
10.04.2020,Севастополь,5,0,0,0,0,0
10.04.2020,Северная Осетия,27,0,0,0,5,0
10.04.2020,Смоленская область,13,0,0,0,2,0
10.04.2020,Ставропольский край,52,0,0,0,10,0
10.04.2020,Тамбовская область,33,0,0,0,12,0
10.04.2020,Татарстан,50,0,0,0,0,0
10.04.2020,Тверская область,24,0,0,0,5,0
10.04.2020,Томская область,4,0,0,0,0,0
10.04.2020,Тульская область,71,0,0,0,5,0
10.04.2020,Тыва,6,0,0,0,6,0
10.04.2020,Тюменская область,22,0,0,0,3,0
10.04.2020,Удмуртия,11,0,0,0,2,0
10.04.2020,Ульяновская область,40,0,0,0,34,0
10.04.2020,Хабаровский край,28,0,0,0,4,0
10.04.2020,Хакасия,9,0,0,0,3,0
10.04.2020,ХМАО – Югра,41,0,0,0,0,0
10.04.2020,Челябинская область,34,0,0,0,0,0
10.04.2020,Чечня,22,0,0,0,0,0
10.04.2020,Чувашия,32,0,0,0,15,0
10.04.2020,Ямало-Ненецкий АО,41,0,0,0,0,0
10.04.2020,Ярославская область,13,0,0,0,0,0
11.04.2020,Адыгея,20,0,0,0,0,0
11.04.2020,Алтайский край,29,0,0,0,8,0
11.04.2020,Амурская область,6,0,0,0,2,0
11.04.2020,Архангельская область,24,0,0,0,0,0
11.04.2020,Астраханская область,21,0,0,0,0,0
11.04.2020,Башкортостан,65,0,0,0,25,0
11.04.2020,Белгородская область,26,0,0,0,0,0
11.04.2020,Брянская область,123,0,0,0,26,0
11.04.2020,Бурятия,61,0,0,0,1,0
11.04.2020,Владимирская область,48,0,0,0,6,0
11.04.2020,Волгоградская область,33,0,0,0,5,0
11.04.2020,Вологодская область,39,0,0,0,1,0
11.04.2020,Воронежская область,37,0,0,0,0,0
11.04.2020,Дагестан,84,0,0,0,26,0
11.04.2020,Еврейская АО,8,0,0,0,0,0
11.04.2020,Забайкальский край,4,0,0,0,0,0
11.04.2020,Ивановская область,62,0,0,0,2,0
11.04.2020,Ингушетия,29,0,0,0,0,0
11.04.2020,Иркутская область,23,0,0,0,2,0
11.04.2020,Кабардино-Балкария,30,0,0,0,3,0
11.04.2020,Калининградская область,65,0,0,0,3,0
11.04.2020,Калмыкия,32,0,0,0,9,0
11.04.2020,Калужская область,24,0,0,0,6,0
11.04.2020,Камчатский край,10,0,0,0,5,0
11.04.2020,Карачаево-Черкессия,9,0,0,0,0,0
11.04.2020,Карелия,2,0,0,0,0,0
11.04.2020,Кемеровская область,12,0,0,0,1,0
11.04.2020,Кировская область,35,0,0,0,6,0
11.04.2020,Коми,208,0,0,0,0,0
11.04.2020,Костромская область,15,0,0,0,0,0
11.04.2020,Краснодарский край,138,0,0,0,13,0
11.04.2020,Красноярский край,60,0,0,0,21,0
11.04.2020,Крым,29,0,0,0,0,0
11.04.2020,Курганская область,3,0,0,0,0,0
11.04.2020,Курская область,42,0,0,0,21,0
11.04.2020,Ленинградская область,134,0,0,0,5,0
11.04.2020,Липецкая область,58,0,0,0,3,0
11.04.2020,Магаданская область,1,0,0,0,0,0
11.04.2020,Марий Эл,63,0,0,0,0,0
11.04.2020,Мордовия,19,0,0,0,0,0
11.04.2020,Москва,8852,0,0,0,1030,0
11.04.2020,Московская область,1082,0,0,0,152,0
11.04.2020,Мурманская область,67,0,0,0,0,0
11.04.2020,Нижегородская область,152,0,0,0,33,0
11.04.2020,Новгородская область,18,0,0,0,0,0
11.04.2020,Новосибирская область,28,0,0,0,7,0
11.04.2020,Омская область,17,0,0,0,0,0
11.04.2020,Оренбургская область,25,0,0,0,0,0
11.04.2020,Орловская область,29,0,0,0,5,0
11.04.2020,Пензенская область,67,0,0,0,0,0
11.04.2020,Пермский край,45,0,0,0,0,0
11.04.2020,Приморский край,23,0,0,0,3,0
11.04.2020,Псковская область,16,0,0,0,0,0
11.04.2020,Ростовская область,38,0,0,0,9,0
11.04.2020,Рязанская область,55,0,0,0,17,0
11.04.2020,Самарская область,21,0,0,0,1,0
11.04.2020,Санкт-Петербург,488,0,0,0,80,0
11.04.2020,Саратовская область,35,0,0,0,1,0
11.04.2020,Саха (Якутия),19,0,0,0,3,0
11.04.2020,Сахалинская область,11,0,0,0,0,0
11.04.2020,Свердловская область,74,0,0,0,13,0
11.04.2020,Севастополь,6,0,0,0,1,0
11.04.2020,Северная Осетия,27,0,0,0,0,0
11.04.2020,Смоленская область,17,0,0,0,4,0
11.04.2020,Ставропольский край,66,0,0,0,14,0
11.04.2020,Тамбовская область,33,0,0,0,0,0
11.04.2020,Татарстан,73,0,0,0,23,0
11.04.2020,Тверская область,31,0,0,0,7,0
11.04.2020,Томская область,4,0,0,0,0,0
11.04.2020,Тульская область,71,0,0,0,0,0
11.04.2020,Тыва,6,0,0,0,0,0
11.04.2020,Тюменская область,30,0,0,0,8,0
11.04.2020,Удмуртия,11,0,0,0,0,0
11.04.2020,Ульяновская область,62,0,0,0,22,0
11.04.2020,Хабаровский край,29,0,0,0,1,0
11.04.2020,Хакасия,12,0,0,0,3,0
11.04.2020,ХМАО – Югра,41,0,0,0,0,0
11.04.2020,Челябинская область,40,0,0,0,6,0
11.04.2020,Чечня,30,0,0,0,8,0
11.04.2020,Чувашия,39,0,0,0,7,0
11.04.2020,Ямало-Ненецкий АО,50,0,0,0,9,0
11.04.2020,Ярославская область,13,0,0,0,0,0
12.04.2020,Адыгея,20,0,0,0,0,0
12.04.2020,Алтайский край,29,0,0,0,0,0
12.04.2020,Амурская область,6,0,0,0,0,0
12.04.2020,Архангельская область,24,0,0,0,0,0
12.04.2020,Астраханская область,29,0,0,0,8,0
12.04.2020,Башкортостан,84,0,0,0,19,0
12.04.2020,Белгородская область,31,0,0,0,5,0
12.04.2020,Брянская область,141,0,0,0,18,0
12.04.2020,Бурятия,73,0,0,0,12,0
12.04.2020,Владимирская область,71,0,0,0,23,0
12.04.2020,Волгоградская область,38,0,0,0,5,0
12.04.2020,Вологодская область,42,0,0,0,3,0
12.04.2020,Воронежская область,49,0,0,0,12,0
12.04.2020,Дагестан,84,0,0,0,0,0
12.04.2020,Еврейская АО,8,0,0,0,0,0
12.04.2020,Забайкальский край,8,0,0,0,4,0
12.04.2020,Ивановская область,80,0,0,0,18,0
12.04.2020,Ингушетия,29,0,0,0,0,0
12.04.2020,Иркутская область,28,0,0,0,5,0
12.04.2020,Кабардино-Балкария,35,0,0,0,5,0
12.04.2020,Калининградская область,70,0,0,0,5,0
12.04.2020,Калмыкия,32,0,0,0,0,0
12.04.2020,Калужская область,24,0,0,0,0,0
12.04.2020,Камчатский край,10,0,0,0,0,0
12.04.2020,Карачаево-Черкессия,11,0,0,0,2,0
12.04.2020,Карелия,2,0,0,0,0,0
12.04.2020,Кемеровская область,12,0,0,0,0,0
12.04.2020,Кировская область,36,0,0,0,1,0
12.04.2020,Коми,208,0,0,0,0,0
12.04.2020,Костромская область,18,0,0,0,3,0
12.04.2020,Краснодарский край,169,0,0,0,31,0
12.04.2020,Красноярский край,85,0,0,0,25,0
12.04.2020,Крым,31,0,0,0,2,0
12.04.2020,Курганская область,4,0,0,0,1,0
12.04.2020,Курская область,43,0,0,0,1,0
12.04.2020,Ленинградская область,139,0,0,0,5,0
12.04.2020,Липецкая область,63,0,0,0,5,0
12.04.2020,Магаданская область,1,0,0,0,0,0
12.04.2020,Марий Эл,70,0,0,0,7,0
12.04.2020,Мордовия,42,0,0,0,23,0
12.04.2020,Москва,10158,0,0,0,1306,0
12.04.2020,Московская область,1360,0,0,0,278,0
12.04.2020,Мурманская область,128,0,0,0,61,0
12.04.2020,Нижегородская область,194,0,0,0,42,0
12.04.2020,Новгородская область,18,0,0,0,0,0
12.04.2020,Новосибирская область,28,0,0,0,0,0
12.04.2020,Омская область,19,0,0,0,2,0
12.04.2020,Оренбургская область,25,0,0,0,0,0
12.04.2020,Орловская область,29,0,0,0,0,0
12.04.2020,Пензенская область,67,0,0,0,0,0
12.04.2020,Пермский край,60,0,0,0,15,0
12.04.2020,Приморский край,24,0,0,0,1,0
12.04.2020,Псковская область,16,0,0,0,0,0
12.04.2020,Ростовская область,52,0,0,0,14,0
12.04.2020,Рязанская область,71,0,0,0,16,0
12.04.2020,Самарская область,24,0,0,0,3,0
12.04.2020,Санкт-Петербург,557,0,0,0,69,0
12.04.2020,Саратовская область,42,0,0,0,7,0
12.04.2020,Саха (Якутия),22,0,0,0,3,0
12.04.2020,Сахалинская область,11,0,0,0,0,0
12.04.2020,Свердловская область,78,0,0,0,4,0
12.04.2020,Севастополь,6,0,0,0,0,0
12.04.2020,Северная Осетия,34,0,0,0,7,0
12.04.2020,Смоленская область,17,0,0,0,0,0
12.04.2020,Ставропольский край,74,0,0,0,8,0
12.04.2020,Тамбовская область,48,0,0,0,15,0
12.04.2020,Татарстан,73,0,0,0,0,0
12.04.2020,Тверская область,31,0,0,0,0,0
12.04.2020,Томская область,4,0,0,0,0,0
12.04.2020,Тульская область,74,0,0,0,3,0
12.04.2020,Тыва,6,0,0,0,0,0
12.04.2020,Тюменская область,39,0,0,0,9,0
12.04.2020,Удмуртия,13,0,0,0,2,0
12.04.2020,Ульяновская область,70,0,0,0,8,0
12.04.2020,Хабаровский край,29,0,0,0,0,0
12.04.2020,Хакасия,12,0,0,0,0,0
12.04.2020,ХМАО – Югра,41,0,0,0,0,0
12.04.2020,Челябинская область,40,0,0,0,0,0
12.04.2020,Чечня,47,0,0,0,17,0
12.04.2020,Чувашия,50,0,0,0,11,0
12.04.2020,Ямало-Ненецкий АО,62,0,0,0,12,0
12.04.2020,Ярославская область,27,0,0,0,14,0
13.04.2020,Адыгея,20,0,0,0,0,0
13.04.2020,Алтайский край,31,0,0,0,2,0
13.04.2020,Амурская область,6,0,0,0,0,0
13.04.2020,Архангельская область,31,0,0,0,7,0
13.04.2020,Астраханская область,30,0,0,0,1,0
13.04.2020,Башкортостан,107,0,0,0,23,0
13.04.2020,Белгородская область,31,0,0,0,0,0
13.04.2020,Брянская область,142,0,0,0,1,0
13.04.2020,Бурятия,77,0,0,0,4,0
13.04.2020,Владимирская область,84,0,0,0,13,0
13.04.2020,Волгоградская область,44,0,0,0,6,0
13.04.2020,Вологодская область,43,0,0,0,1,0
13.04.2020,Воронежская область,60,0,0,0,11,0
13.04.2020,Дагестан,84,0,0,0,0,0
13.04.2020,Еврейская АО,9,0,0,0,1,0
13.04.2020,Забайкальский край,14,0,0,0,6,0
13.04.2020,Ивановская область,86,0,0,0,6,0
13.04.2020,Ингушетия,34,0,0,0,5,0
13.04.2020,Иркутская область,35,0,0,0,7,0
13.04.2020,Кабардино-Балкария,50,0,0,0,15,0
13.04.2020,Калининградская область,74,0,0,0,4,0
13.04.2020,Калмыкия,32,0,0,0,0,0
13.04.2020,Калужская область,34,0,0,0,10,0
13.04.2020,Камчатский край,10,0,0,0,0,0
13.04.2020,Карачаево-Черкессия,13,0,0,0,2,0
13.04.2020,Карелия,3,0,0,0,1,0
13.04.2020,Кемеровская область,14,0,0,0,2,0
13.04.2020,Кировская область,51,0,0,0,15,0
13.04.2020,Коми,208,0,0,0,0,0
13.04.2020,Костромская область,18,0,0,0,0,0
13.04.2020,Краснодарский край,210,0,0,0,41,0
13.04.2020,Красноярский край,110,0,0,0,25,0
13.04.2020,Крым,32,0,0,0,1,0
13.04.2020,Курганская область,4,0,0,0,0,0
13.04.2020,Курская область,58,0,0,0,15,0
13.04.2020,Ленинградская область,155,0,0,0,16,0
13.04.2020,Липецкая область,69,0,0,0,6,0
13.04.2020,Магаданская область,2,0,0,0,1,0
13.04.2020,Марий Эл,80,0,0,0,10,0
13.04.2020,Мордовия,58,0,0,0,16,0
13.04.2020,Москва,11513,0,0,0,1355,0
13.04.2020,Московская область,1855,0,0,0,495,0
13.04.2020,Мурманская область,128,0,0,0,0,0
13.04.2020,Нижегородская область,224,0,0,0,30,0
13.04.2020,Новгородская область,26,0,0,0,8,0
13.04.2020,Новосибирская область,36,0,0,0,8,0
13.04.2020,Омская область,20,0,0,0,1,0
13.04.2020,Оренбургская область,45,0,0,0,20,0
13.04.2020,Орловская область,34,0,0,0,5,0
13.04.2020,Пензенская область,84,0,0,0,17,0
13.04.2020,Пермский край,60,0,0,0,0,0
13.04.2020,Приморский край,28,0,0,0,4,0
13.04.2020,Псковская область,21,0,0,0,5,0
13.04.2020,Ростовская область,78,0,0,0,26,0
13.04.2020,Рязанская область,89,0,0,0,18,0
13.04.2020,Самарская область,29,0,0,0,5,0
13.04.2020,Санкт-Петербург,678,0,0,0,121,0
13.04.2020,Саратовская область,44,0,0,0,2,0
13.04.2020,Саха (Якутия),25,0,0,0,3,0
13.04.2020,Сахалинская область,11,0,0,0,0,0
13.04.2020,Свердловская область,85,0,0,0,7,0
13.04.2020,Севастополь,6,0,0,0,0,0
13.04.2020,Северная Осетия,34,0,0,0,0,0
13.04.2020,Смоленская область,21,0,0,0,4,0
13.04.2020,Ставропольский край,86,0,0,0,12,0
13.04.2020,Тамбовская область,48,0,0,0,0,0
13.04.2020,Татарстан,84,0,0,0,11,0
13.04.2020,Тверская область,75,0,0,0,44,0
13.04.2020,Томская область,8,0,0,0,4,0
13.04.2020,Тульская область,85,0,0,0,11,0
13.04.2020,Тыва,6,0,0,0,0,0
13.04.2020,Тюменская область,53,0,0,0,14,0
13.04.2020,Удмуртия,13,0,0,0,0,0
13.04.2020,Ульяновская область,86,0,0,0,16,0
13.04.2020,Хабаровский край,54,0,0,0,25,0
13.04.2020,Хакасия,12,0,0,0,0,0
13.04.2020,ХМАО – Югра,41,0,0,0,0,0
13.04.2020,Челябинская область,43,0,0,0,3,0
13.04.2020,Чечня,49,0,0,0,2,0
13.04.2020,Чувашия,65,0,0,0,15,0
13.04.2020,Ямало-Ненецкий АО,66,0,0,0,4,0
13.04.2020,Ярославская область,27,0,0,0,0,0
14.04.2020,Адыгея,27,0,0,0,7,0
14.04.2020,Алтайский край,36,0,0,0,5,0
14.04.2020,Амурская область,6,0,0,0,0,0
14.04.2020,Архангельская область,32,0,0,0,1,0
14.04.2020,Астраханская область,30,0,0,0,0,0
14.04.2020,Башкортостан,129,0,0,0,22,0
14.04.2020,Белгородская область,41,0,0,0,10,0
14.04.2020,Брянская область,142,0,0,0,0,0
14.04.2020,Бурятия,86,0,0,0,9,0
14.04.2020,Владимирская область,100,0,0,0,16,0
14.04.2020,Волгоградская область,46,0,0,0,2,0
14.04.2020,Вологодская область,50,0,0,0,7,0
14.04.2020,Воронежская область,68,0,0,0,8,0
14.04.2020,Дагестан,100,0,0,0,16,0
14.04.2020,Еврейская АО,9,0,0,0,0,0
14.04.2020,Забайкальский край,14,0,0,0,0,0
14.04.2020,Ивановская область,96,0,0,0,10,0
14.04.2020,Ингушетия,34,0,0,0,0,0
14.04.2020,Иркутская область,39,0,0,0,4,0
14.04.2020,Кабардино-Балкария,50,0,0,0,0,0
14.04.2020,Калининградская область,79,0,0,0,5,0
14.04.2020,Калмыкия,32,0,0,0,0,0
14.04.2020,Калужская область,49,0,0,0,15,0
14.04.2020,Камчатский край,10,0,0,0,0,0
14.04.2020,Карачаево-Черкессия,16,0,0,0,3,0
14.04.2020,Карелия,3,0,0,0,0,0
14.04.2020,Кемеровская область,14,0,0,0,0,0
14.04.2020,Кировская область,51,0,0,0,0,0
14.04.2020,Коми,305,0,0,0,97,0
14.04.2020,Костромская область,18,0,0,0,0,0
14.04.2020,Краснодарский край,215,0,0,0,5,0
14.04.2020,Красноярский край,131,0,0,0,21,0
14.04.2020,Крым,32,0,0,0,0,0
14.04.2020,Курганская область,4,0,0,0,0,0
14.04.2020,Курская область,58,0,0,0,0,0
14.04.2020,Ленинградская область,190,0,0,0,35,0
14.04.2020,Липецкая область,74,0,0,0,5,0
14.04.2020,Магаданская область,3,0,0,0,1,0
14.04.2020,Марий Эл,91,0,0,0,11,0
14.04.2020,Мордовия,71,0,0,0,13,0
14.04.2020,Москва,13002,0,0,0,1489,0
14.04.2020,Московская область,2315,0,0,0,460,0
14.04.2020,Мурманская область,128,0,0,0,0,0
14.04.2020,Нижегородская область,292,0,0,0,68,0
14.04.2020,Новгородская область,26,0,0,0,0,0
14.04.2020,Новосибирская область,36,0,0,0,0,0
14.04.2020,Омская область,20,0,0,0,0,0
14.04.2020,Оренбургская область,53,0,0,0,8,0
14.04.2020,Орловская область,41,0,0,0,7,0
14.04.2020,Пензенская область,84,0,0,0,0,0
14.04.2020,Пермский край,87,0,0,0,27,0
14.04.2020,Приморский край,32,0,0,0,4,0
14.04.2020,Псковская область,21,0,0,0,0,0
14.04.2020,Ростовская область,98,0,0,0,20,0
14.04.2020,Рязанская область,116,0,0,0,27,0
14.04.2020,Самарская область,40,0,0,0,11,0
14.04.2020,Санкт-Петербург,799,0,0,0,121,0
14.04.2020,Саратовская область,49,0,0,0,5,0
14.04.2020,Саха (Якутия),26,0,0,0,1,0
14.04.2020,Сахалинская область,11,0,0,0,0,0
14.04.2020,Свердловская область,93,0,0,0,8,0
14.04.2020,Севастополь,7,0,0,0,1,0
14.04.2020,Северная Осетия,52,0,0,0,18,0
14.04.2020,Смоленская область,55,0,0,0,34,0
14.04.2020,Ставропольский край,95,0,0,0,9,0
14.04.2020,Тамбовская область,83,0,0,0,35,0
14.04.2020,Татарстан,107,0,0,0,23,0
14.04.2020,Тверская область,75,0,0,0,0,0
14.04.2020,Томская область,15,0,0,0,7,0
14.04.2020,Тульская область,85,0,0,0,0,0
14.04.2020,Тыва,6,0,0,0,0,0
14.04.2020,Тюменская область,67,0,0,0,14,0
14.04.2020,Удмуртия,19,0,0,0,6,0
14.04.2020,Ульяновская область,86,0,0,0,0,0
14.04.2020,Хабаровский край,54,0,0,0,0,0
14.04.2020,Хакасия,20,0,0,0,8,0
14.04.2020,ХМАО – Югра,56,0,0,0,15,0
14.04.2020,Челябинская область,48,0,0,0,5,0
14.04.2020,Чечня,64,0,0,0,15,0
14.04.2020,Чувашия,65,0,0,0,0,0
14.04.2020,Ямало-Ненецкий АО,66,0,0,0,0,0
14.04.2020,Ярославская область,27,0,0,0,0,0
15.04.2020,Адыгея,27,0,0,0,0,0
15.04.2020,Алтайский край,39,0,0,0,3,0
15.04.2020,Амурская область,6,0,0,0,0,0
15.04.2020,Архангельская область,32,0,0,0,0,0
15.04.2020,Астраханская область,47,0,0,0,17,0
15.04.2020,Башкортостан,149,0,0,0,20,0
15.04.2020,Белгородская область,45,0,0,0,4,0
15.04.2020,Брянская область,164,0,0,0,22,0
15.04.2020,Бурятия,92,0,0,0,6,0
15.04.2020,Владимирская область,145,0,0,0,45,0
15.04.2020,Волгоградская область,47,0,0,0,1,0
15.04.2020,Вологодская область,52,0,0,0,2,0
15.04.2020,Воронежская область,75,0,0,0,7,0
15.04.2020,Дагестан,105,0,0,0,5,0
15.04.2020,Еврейская АО,9,0,0,0,0,0
15.04.2020,Забайкальский край,14,0,0,0,0,0
15.04.2020,Ивановская область,121,0,0,0,25,0
15.04.2020,Ингушетия,90,0,0,0,56,0
15.04.2020,Иркутская область,39,0,0,0,0,0
15.04.2020,Кабардино-Балкария,50,0,0,0,0,0
15.04.2020,Калининградская область,84,0,0,0,5,0
15.04.2020,Калмыкия,35,0,0,0,3,0
15.04.2020,Калужская область,74,0,0,0,25,0
15.04.2020,Камчатский край,10,0,0,0,0,0
15.04.2020,Карачаево-Черкессия,23,0,0,0,7,0
15.04.2020,Карелия,7,0,0,0,4,0
15.04.2020,Кемеровская область,15,0,0,0,1,0
15.04.2020,Кировская область,64,0,0,0,13,0
15.04.2020,Коми,402,0,0,0,97,0
15.04.2020,Костромская область,27,0,0,0,9,0
15.04.2020,Краснодарский край,239,0,0,0,24,0
15.04.2020,Красноярский край,142,0,0,0,11,0
15.04.2020,Крым,34,0,0,0,2,0
15.04.2020,Курганская область,10,0,0,0,6,0
15.04.2020,Курская область,89,0,0,0,31,0
15.04.2020,Ленинградская область,298,0,0,0,108,0
15.04.2020,Липецкая область,85,0,0,0,11,0
15.04.2020,Магаданская область,3,0,0,0,0,0
15.04.2020,Марий Эл,118,0,0,0,27,0
15.04.2020,Мордовия,71,0,0,0,0,0
15.04.2020,Москва,14776,0,0,0,1774,0
15.04.2020,Московская область,2587,0,0,0,272,0
15.04.2020,Мурманская область,265,0,0,0,137,0
15.04.2020,Нижегородская область,339,0,0,0,47,0
15.04.2020,Новгородская область,26,0,0,0,0,0
15.04.2020,Новосибирская область,53,0,0,0,17,0
15.04.2020,Омская область,22,0,0,0,2,0
15.04.2020,Оренбургская область,54,0,0,0,1,0
15.04.2020,Орловская область,41,0,0,0,0,0
15.04.2020,Пензенская область,100,0,0,0,16,0
15.04.2020,Пермский край,114,0,0,0,27,0
15.04.2020,Приморский край,36,0,0,0,4,0
15.04.2020,Псковская область,27,0,0,0,6,0
